CNK;Naam;Subcategorie;Nieuwe prijs;Oude prijs;Korting;Korting
3364924;MEPAUSOL CAPS 60;Menopauze;13.50;15.00;-0.10;0.11
1459874;DECOZYM COMP 90;Spijsvertering;34.20;38.00;-0.10;0.11
2766160;NUTRIVIT D3 LIQUID GUTT 100ML NUTRISAN;Afweer;24.19;26.88;-0.10;0.11
3106606;MONILIA ALBICANS 200K GR 4G BOIRON;Vaginale infectie;4.84;5.70;-0.15;0.18
2669422;INOVANCE DYNATONE COMP 60 CA105;Energiegebrek;19.80;22.00;-0.10;0.11
1497023;PABA CAPS 100X500MG DEBA;Vitaminen;27.11;31.90;-0.15;0.18
2651883;OSTEO RHUMAL DUOPACK GEL 2X90;Artrose / slijtage;41.61;48.95;-0.15;0.18
3095379;ERGYMAG NF GEL 100;Stress;19.46;22.90;-0.15;0.18
3215795;CEREBRUM GOLD 50+ CAPS 30;Geheugen;17.91;19.90;-0.10;0.11
3214947;FLAX 1000 POT TABL 90 19750 METAGENICS;Geheugen;12.14;13.49;-0.10;0.11
1717461;TOTAALPLUS TABL 120 OPTIMAX;Anti-oxidanten;44.55;49.50;-0.10;0.11
3144276;MOBIFLEX CARE TABL 90;Artrose / slijtage;42.07;49.50;-0.15;0.18
3149531;ERGYKID MAG ZAKJE 14;Vitaminen;11.05;13.00;-0.15;0.18
3460490;MANNAVITAL OPC PLATINUM V-CAPS 60;Anti-oxidanten;16.87;19.85;-0.15;0.18
2344471;METALIPOATE POT TABL 60 4341 METAGENICS;Anti-oxidanten;31.04;34.49;-0.10;0.11
3075553;NUTRIQUINOL 100MG NF SOFTGELS 30 NUTRISAN;Anti-oxidanten;24.19;26.88;-0.10;0.11
1552249;MSM PDR SOLUBLE/ OPLOSB 500G DEBA;Spierpijn en stijfheid;39.86;46.90;-0.15;0.18
3025434;ARKOROYAL GROENE PROPOLIS AMP 10X15ML;Afweer;11.77;13.85;-0.15;0.18
1485036;DEXTRO ENERGY STICK CITROEN 1X47G;Energiegebrek;1.14;1.34;-0.15;0.18
2948511;SUPER DIET SHITAKE PLUS BIO AMP 20X15ML;Afweer;22.03;25.92;-0.15;0.18
2066983;ZEE MAGNESIUM AMP 20X10ML FITOFORM;Stress;14.36;16.90;-0.15;0.18
2729325;FLORAPURE COMP 20;Probiotica;8.48;9.98;-0.15;0.18
3110012;DEUMAVAN INTIEME ZALF NATUUR TUBE 50ML;Vaginale infectie;7.60;8.00;-0.05;0.05
2733236;COLOSTRUM FORTE CAPS 100;Afweer;28.01;32.95;-0.15;0.18
2441640;ULTRABIOTIQUE GEL 1X16;Probiotica;5.09;5.99;-0.15;0.18
3175106;ALTISA CHOLINE 260MG INOSITOL 260MG COMP 90;ADD / ADHD;17.86;19.85;-0.10;0.11
2906816;MAGNEPAMYL FORTE CAPS 60;Mineralen;13.42;15.79;-0.15;0.18
3308699;VITANZA HQ SUPERFOOD VIRIDIS BIO PDR 200G;Superfoods;12.07;14.20;-0.15;0.18
3262557;DAVITAMON ADULT V1 COMP 90;Energiegebrek;30.17;35.50;-0.15;0.18
3478773;ALLINE PROCAP NF CAPS 180;Nagels en haren;84.15;99.00;-0.15;0.18
3215415;PHYTOBRONZ VOORBEREIDER OP DE ZON NF CAPS 30;Zon;20.19;23.75;-0.15;0.18
2181220;LUCOVITAAL VISOLIE EN KNOFLOOK CAPS 90;Circulatie;12.96;15.25;-0.15;0.18
2060572;SILICIUM ORGANISCH GEL CREME TRANSP.150ML BIOTICAS;Artrose / slijtage;21.95;24.39;-0.10;0.11
1497122;ZN COMP 100X225MG DEBA;Afweer;14.87;17.50;-0.15;0.18
2707198;VISIO-MEGA 30 TABL + 30 CAPS 6686;Oogdegeneratie;19.51;22.95;-0.15;0.18
2750834;B COMPLEX VITAMIN BE LIFE NF CAPS 60;Stress;11.61;12.90;-0.10;0.11
3047867;ADOLF JUSTS LUVOS HEILAARDE HUID PDR 480G;Huid;6.93;7.29;-0.05;0.05
3274792;BARINUTRICS VITAMINE B12 IF FRAMBOOS KAUWTABL 90;Vitaminen;16.99;19.99;-0.15;0.18
3042686;CHOLEDOC 10 ORTHO Q10 H2 CAPS 30 ORTHONAT;Cholesterol;19.86;23.36;-0.15;0.18
